time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-28 00:00:00+00:00,1.0,1.0,48,9
2023-04-29 00:00:00+00:00,1.0,1.0,9,3
2023-04-30 00:00:00+00:00,,,1,1
2023-05-01 00:00:00+00:00,2.0,2.0,48,5
2023-05-02 00:00:00+00:00,1.0,1.0,29,7
2023-05-03 00:00:00+00:00,1.0,1.0,12,7
2023-05-04 00:00:00+00:00,,,57,7
2023-05-05 00:00:00+00:00,1.0,1.0,54,14
2023-05-06 00:00:00+00:00,2.0,2.0,14,3
2023-05-07 00:00:00+00:00,1.0,1.0,17,10
2023-05-08 00:00:00+00:00,,,31,12
2023-05-09 00:00:00+00:00,1.0,1.0,139,12
2023-05-10 00:00:00+00:00,1.0,1.0,19,7
2023-05-11 00:00:00+00:00,4.0,2.0,27,10
