time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-24 00:00:00+00:00,2.0,2.0,17,7
2024-04-25 00:00:00+00:00,1.0,1.0,22,9
2024-04-26 00:00:00+00:00,3.0,3.0,22,6
2024-04-27 00:00:00+00:00,2.0,2.0,2,1
2024-04-28 00:00:00+00:00,1.0,1.0,13,9
2024-04-29 00:00:00+00:00,1.0,1.0,9,4
2024-04-30 00:00:00+00:00,2.0,2.0,8,5
2024-05-01 00:00:00+00:00,,,53,7
2024-05-02 00:00:00+00:00,1.0,1.0,37,11
2024-05-03 00:00:00+00:00,1.0,1.0,25,9
2024-05-04 00:00:00+00:00,1.0,1.0,47,6
2024-05-05 00:00:00+00:00,3.0,2.0,14,11
2024-05-06 00:00:00+00:00,8.0,3.0,32,13
2024-05-07 00:00:00+00:00,1.0,1.0,37,18
