time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-16 00:00:00+00:00,1.0,1.0,79,10
2023-09-17 00:00:00+00:00,1.0,1.0,26,10
2023-09-18 00:00:00+00:00,2.0,2.0,37,19
2023-09-19 00:00:00+00:00,1.0,1.0,83,11
2023-09-20 00:00:00+00:00,,,85,11
2023-09-21 00:00:00+00:00,2.0,2.0,74,7
2023-09-22 00:00:00+00:00,1.0,1.0,17,7
2023-09-23 00:00:00+00:00,,,19,8
2023-09-24 00:00:00+00:00,2.0,2.0,16,6
2023-09-25 00:00:00+00:00,1.0,1.0,29,11
2023-09-26 00:00:00+00:00,,,8,5
2023-09-27 00:00:00+00:00,1.0,1.0,145,19
2023-09-28 00:00:00+00:00,2.0,2.0,62,15
2023-09-29 00:00:00+00:00,1.0,1.0,64,14
