time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-10 00:00:00+00:00,3.0,2.0,60,12
2023-11-11 00:00:00+00:00,1.0,1.0,57,7
2023-11-12 00:00:00+00:00,1.0,1.0,20,9
2023-11-13 00:00:00+00:00,,,59,12
2023-11-14 00:00:00+00:00,1.0,1.0,51,19
2023-11-15 00:00:00+00:00,,,136,14
2023-11-16 00:00:00+00:00,1.0,1.0,20,10
2023-11-17 00:00:00+00:00,1.0,1.0,24,12
2023-11-18 00:00:00+00:00,,,31,10
2023-11-19 00:00:00+00:00,1.0,1.0,15,3
2023-11-20 00:00:00+00:00,2.0,2.0,26,9
2023-11-21 00:00:00+00:00,1.0,1.0,233,10
2023-11-22 00:00:00+00:00,2.0,2.0,72,13
2023-11-23 00:00:00+00:00,2.0,2.0,39,10
