time_iso8601,stars_cumulative
2018-04-17 00:00:00+00:00,1
2018-08-28 00:00:00+00:00,2
2018-10-15 00:00:00+00:00,3
2019-01-10 00:00:00+00:00,4
2019-03-08 00:00:00+00:00,5
2019-04-16 00:00:00+00:00,6
2019-04-27 00:00:00+00:00,7
2019-06-14 00:00:00+00:00,8
2019-06-28 00:00:00+00:00,9
2019-10-07 00:00:00+00:00,10
2019-11-11 00:00:00+00:00,11
2019-11-14 00:00:00+00:00,12
2019-12-03 00:00:00+00:00,13
2020-02-15 00:00:00+00:00,14
2020-02-24 00:00:00+00:00,15
2020-03-02 00:00:00+00:00,16
2020-03-11 00:00:00+00:00,17
2020-03-13 00:00:00+00:00,18
2020-03-15 00:00:00+00:00,19
2020-04-02 00:00:00+00:00,20
2020-04-21 00:00:00+00:00,21
2020-06-10 00:00:00+00:00,22
2020-06-17 00:00:00+00:00,23
2020-07-07 00:00:00+00:00,24
2020-07-08 00:00:00+00:00,25
2020-08-21 00:00:00+00:00,26
2020-09-06 00:00:00+00:00,27
2020-09-24 00:00:00+00:00,28
2020-10-02 00:00:00+00:00,29
2020-10-10 00:00:00+00:00,30
2020-11-07 00:00:00+00:00,31
2020-12-13 00:00:00+00:00,34
2020-12-20 00:00:00+00:00,35
2020-12-23 00:00:00+00:00,36
2021-01-09 00:00:00+00:00,37
2021-01-26 00:00:00+00:00,38
2021-02-02 00:00:00+00:00,39
2021-02-14 00:00:00+00:00,40
2021-04-01 00:00:00+00:00,41
2021-04-02 00:00:00+00:00,42
2021-05-15 00:00:00+00:00,43
2021-06-08 00:00:00+00:00,44
2021-10-16 00:00:00+00:00,45
2021-10-29 00:00:00+00:00,46
2021-12-02 00:00:00+00:00,47
2022-01-13 00:00:00+00:00,48
2022-01-15 00:00:00+00:00,49
2022-01-29 00:00:00+00:00,50
2022-03-30 00:00:00+00:00,51
2022-04-19 00:00:00+00:00,52
2022-04-22 00:00:00+00:00,53
2022-05-25 00:00:00+00:00,54
2022-07-05 00:00:00+00:00,55
2022-07-23 00:00:00+00:00,56
2022-09-03 00:00:00+00:00,57
2022-10-09 00:00:00+00:00,58
2022-12-06 00:00:00+00:00,59
2022-12-19 00:00:00+00:00,60
2022-12-22 00:00:00+00:00,61
2023-01-06 00:00:00+00:00,62
2023-01-11 00:00:00+00:00,63
2023-01-15 00:00:00+00:00,64
2023-03-05 00:00:00+00:00,65
2023-04-13 00:00:00+00:00,66
2023-05-16 00:00:00+00:00,67
2023-05-23 00:00:00+00:00,68
2023-06-13 00:00:00+00:00,69
2023-10-25 00:00:00+00:00,70
2024-08-04 00:00:00+00:00,71
