time_iso8601,forks_cumulative
2022-08-29 00:00:00+00:00,1
2022-10-22 00:00:00+00:00,2
2022-10-30 00:00:00+00:00,3
2023-08-28 00:00:00+00:00,4
2023-11-25 00:00:00+00:00,5
2024-07-26 00:00:00+00:00,6
